"","Accession","Begin","End","Chromosome","Orientation","Name","Symbol","Gene.ID","Gene.Type","Transcripts.accession","Protein.accession","Protein.length","Locus.tag","source_file"
"21537","NZ_JAQEGR010000012.1",75435,76703,NA,"plus","extracellular solute-binding protein","",79856565,"protein-coding",NA,"WP_270476329.1",422,"PGS38_RS12210","fusicatenibacter_saccharivorans.tsv"
"21538","NZ_JAQEGR010000012.1",77003,77701,NA,"minus","nucleotide exchange factor GrpE","",79856566,"protein-coding",NA,"WP_022461003.1",232,"PGS38_RS12215","fusicatenibacter_saccharivorans.tsv"
"21539","NZ_JAQEGR010000012.1",77705,78508,NA,"minus","hypothetical protein","",79856567,"protein-coding",NA,"WP_022461004.1",267,"PGS38_RS12220","fusicatenibacter_saccharivorans.tsv"
"21540","NZ_JAQEGR010000012.1",78562,79548,NA,"minus","aldo/keto reductase","",79856568,"protein-coding",NA,"WP_117801808.1",328,"PGS38_RS12225","fusicatenibacter_saccharivorans.tsv"
"21541","NZ_JAQEGR010000012.1",79885,81678,NA,"plus","family 43 glycosylhydrolase","",79856569,"protein-coding",NA,"WP_118640895.1",597,"PGS38_RS12230","fusicatenibacter_saccharivorans.tsv"
"21542","NZ_JAQEGR010000012.1",81770,83923,NA,"plus","glycoside hydrolase family 3 N-terminal domain-containing protein","",79856570,"protein-coding",NA,"WP_118595227.1",717,"PGS38_RS12235","fusicatenibacter_saccharivorans.tsv"
"21543","NZ_JAQEGR010000012.1",83936,85321,NA,"plus","glycosyl hydrolase family 28 protein","",79856571,"protein-coding",NA,"WP_118595228.1",461,"PGS38_RS12240","fusicatenibacter_saccharivorans.tsv"
"21544","NZ_JAQEGR010000012.1",85679,87136,NA,"minus","alpha-L-fucosidase","",79856572,"protein-coding",NA,"WP_118595229.1",485,"PGS38_RS12245","fusicatenibacter_saccharivorans.tsv"
"21545","NZ_JAQEGR010000012.1",88585,89355,NA,"plus","cobalt ECF transporter T component CbiQ","cbiQ",79856574,"protein-coding",NA,"WP_117510011.1",256,"PGS38_RS12255","fusicatenibacter_saccharivorans.tsv"
"21546","NZ_JAQEGR010000012.1",89467,90207,NA,"plus","energy-coupling factor ABC transporter ATP-binding protein","",79856575,"protein-coding",NA,"WP_117510012.1",246,"PGS38_RS12260","fusicatenibacter_saccharivorans.tsv"
"21547","NZ_JAQEGR010000012.1",90418,91758,NA,"minus","MATE family efflux transporter","",79856576,"protein-coding",NA,"WP_118640843.1",446,"PGS38_RS12265","fusicatenibacter_saccharivorans.tsv"
"21548","NZ_JAQEGR010000012.1",91984,92406,NA,"plus","MarR family winged helix-turn-helix transcriptional regulator","",79856577,"protein-coding",NA,"WP_055226165.1",140,"PGS38_RS12270","fusicatenibacter_saccharivorans.tsv"
"21549","NZ_JAQEGR010000012.1",92547,93308,NA,"plus","sulfite exporter TauE/SafE family protein","",79856578,"protein-coding",NA,"WP_118595234.1",253,"PGS38_RS12275","fusicatenibacter_saccharivorans.tsv"
"21550","NZ_JAQEGR010000012.1",93596,94342,NA,"minus","SDR family NAD(P)-dependent oxidoreductase","",79856579,"protein-coding",NA,"WP_199696581.1",248,"PGS38_RS12280","fusicatenibacter_saccharivorans.tsv"
"21551","NZ_JAQEGR010000012.1",94818,95855,NA,"plus","helix-turn-helix domain-containing protein","",79856580,"protein-coding",NA,"WP_158578805.1",345,"PGS38_RS12285","fusicatenibacter_saccharivorans.tsv"
"21552","NZ_JAQEGR010000012.1",95863,97008,NA,"minus","substrate-binding domain-containing protein","",79856581,"protein-coding",NA,"WP_118640847.1",381,"PGS38_RS12290","fusicatenibacter_saccharivorans.tsv"
"21553","NZ_JAQEGR010000012.1",97299,100049,NA,"plus","alpha-mannosidase","",79856582,"protein-coding",NA,"WP_270476332.1",916,"PGS38_RS12295","fusicatenibacter_saccharivorans.tsv"
"21554","NZ_JAQEGR010000012.1",100228,102438,NA,"plus","glycoside hydrolase family 36 protein","",79856583,"protein-coding",NA,"WP_118697268.1",736,"PGS38_RS12300","fusicatenibacter_saccharivorans.tsv"
"21555","NZ_JAQEGR010000012.1",102515,103039,NA,"plus","spore maturation protein","",79856584,"protein-coding",NA,"WP_117801829.1",174,"PGS38_RS12305","fusicatenibacter_saccharivorans.tsv"
"21556","NZ_JAQEGR010000012.1",103180,104112,NA,"plus","cysteine synthase A","cysK",79856585,"protein-coding",NA,"WP_117804466.1",310,"PGS38_RS12310","fusicatenibacter_saccharivorans.tsv"
"21557","NZ_JAQEGR010000012.1",104235,105143,NA,"plus","LysR family transcriptional regulator","",79856586,"protein-coding",NA,"WP_117804465.1",302,"PGS38_RS12315","fusicatenibacter_saccharivorans.tsv"
"21558","NZ_JAQEGR010000012.1",105285,105386,NA,"minus","DUF6783 domain-containing protein","",98633872,"protein-coding",NA,"WP_416388354.1",33,"PGS38_RS17825","fusicatenibacter_saccharivorans.tsv"
"21559","NZ_JAQEGR010000012.1",105786,107093,NA,"plus","O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein","",79856587,"protein-coding",NA,"WP_118640853.1",435,"PGS38_RS12320","fusicatenibacter_saccharivorans.tsv"
"21560","NZ_JAQEGR010000012.1",107569,108468,NA,"minus","LysR family transcriptional regulator","",79856589,"protein-coding",NA,"WP_158581791.1",299,"PGS38_RS12330","fusicatenibacter_saccharivorans.tsv"
"21561","NZ_JAQEGR010000012.1",108698,110167,NA,"plus","UbiD family decarboxylase","",79856590,"protein-coding",NA,"WP_118640857.1",489,"PGS38_RS12335","fusicatenibacter_saccharivorans.tsv"
"21562","NZ_JAQEGR010000012.1",110242,111642,NA,"plus","subtype B tannase","",79856591,"protein-coding",NA,"WP_118640859.1",466,"PGS38_RS12340","fusicatenibacter_saccharivorans.tsv"
"21563","NZ_JAQEGR010000012.1",111661,112236,NA,"plus","UbiX family flavin prenyltransferase","",79856592,"protein-coding",NA,"WP_118640861.1",191,"PGS38_RS12345","fusicatenibacter_saccharivorans.tsv"
"21564","NZ_JAQEGR010000012.1",112230,112598,NA,"plus","prenylated flavin chaperone LpdD","lpdD",79856593,"protein-coding",NA,"WP_243038225.1",122,"PGS38_RS12350","fusicatenibacter_saccharivorans.tsv"
"21565","NZ_JAQEGR010000012.1",112746,113177,NA,"plus","RrF2 family transcriptional regulator","",79856594,"protein-coding",NA,"WP_055226207.1",143,"PGS38_RS12355","fusicatenibacter_saccharivorans.tsv"
"21566","NZ_JAQEGR010000012.1",113393,114019,NA,"plus","GntR family transcriptional regulator","",79856595,"protein-coding",NA,"WP_055226212.1",208,"PGS38_RS12360","fusicatenibacter_saccharivorans.tsv"
"21567","NZ_JAQEGR010000012.1",114115,114873,NA,"minus","response regulator transcription factor","",79856596,"protein-coding",NA,"WP_055226214.1",252,"PGS38_RS12365","fusicatenibacter_saccharivorans.tsv"
"21568","NZ_JAQEGR010000012.1",114958,116625,NA,"minus","sensor histidine kinase","",79856597,"protein-coding",NA,"WP_270476335.1",555,"PGS38_RS12370","fusicatenibacter_saccharivorans.tsv"
"21569","NZ_JAQEGR010000012.1",117029,117985,NA,"plus","ABC transporter permease","",79856598,"protein-coding",NA,"WP_055267163.1",318,"PGS38_RS12375","fusicatenibacter_saccharivorans.tsv"
"21570","NZ_JAQEGR010000012.1",117997,118887,NA,"plus","carbohydrate ABC transporter permease","",79856599,"protein-coding",NA,"WP_055226220.1",296,"PGS38_RS12380","fusicatenibacter_saccharivorans.tsv"
"21571","NZ_JAQEGR010000012.1",118961,120661,NA,"plus","ABC transporter substrate-binding protein","",79856600,"protein-coding",NA,"WP_117801836.1",566,"PGS38_RS12385","fusicatenibacter_saccharivorans.tsv"
"21572","NZ_JAQEGR010000012.1",120784,121713,NA,"plus","nucleoside hydrolase","",79856601,"protein-coding",NA,"WP_070103170.1",309,"PGS38_RS12390","fusicatenibacter_saccharivorans.tsv"
"21573","NZ_JAQEGR010000012.1",121723,121842,NA,"minus","DUF6783 domain-containing protein","",98633873,"protein-coding",NA,"WP_368250375.1",39,"PGS38_RS17830","fusicatenibacter_saccharivorans.tsv"
"21574","NZ_JAQEGR010000012.1",121900,123192,NA,"minus","L-cysteine desulfidase family protein","",79856602,"protein-coding",NA,"WP_055267159.1",430,"PGS38_RS12395","fusicatenibacter_saccharivorans.tsv"
"21575","NZ_JAQEGR010000012.1",123392,123787,NA,"plus","BrnT family toxin","",79856603,"protein-coding",NA,"WP_330427590.1",131,"PGS38_RS12400","fusicatenibacter_saccharivorans.tsv"
"21576","NZ_JAQEGR010000012.1",123774,123968,NA,"plus","hypothetical protein","",79856604,"protein-coding",NA,"WP_055226225.1",64,"PGS38_RS12405","fusicatenibacter_saccharivorans.tsv"
"21577","NZ_JAQEGR010000012.1",124105,125634,NA,"plus","alpha-N-arabinofuranosidase","",79856605,"protein-coding",NA,"WP_119221379.1",509,"PGS38_RS12410","fusicatenibacter_saccharivorans.tsv"
"21578","NZ_JAQEGR010000012.1",125695,125997,NA,"minus","AzlD domain-containing protein","",79856606,"protein-coding",NA,"WP_330410127.1",100,"PGS38_RS12415","fusicatenibacter_saccharivorans.tsv"
"21579","NZ_JAQEGR010000012.1",125987,126730,NA,"minus","AzlC family ABC transporter permease","",79856607,"protein-coding",NA,"WP_119208053.1",247,"PGS38_RS12420","fusicatenibacter_saccharivorans.tsv"
"21580","NZ_JAQEGR010000012.1",127138,128019,NA,"plus","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase","ispE",79856608,"protein-coding",NA,"WP_119208052.1",293,"PGS38_RS12425","fusicatenibacter_saccharivorans.tsv"
"21581","NZ_JAQEGR010000012.1",128006,128719,NA,"plus","GntR family transcriptional regulator","",79856609,"protein-coding",NA,"WP_243109180.1",237,"PGS38_RS12430","fusicatenibacter_saccharivorans.tsv"
"21582","NZ_JAQEGR010000012.1",128864,130396,NA,"plus","spore germination protein","",79856610,"protein-coding",NA,"WP_270476341.1",510,"PGS38_RS12435","fusicatenibacter_saccharivorans.tsv"
"21583","NZ_JAQEGR010000012.1",130400,132136,NA,"plus","GerAB/ArcD/ProY family transporter","",79856611,"protein-coding",NA,"WP_270476342.1",578,"PGS38_RS12440","fusicatenibacter_saccharivorans.tsv"
"21584","NZ_JAQEGR010000012.1",132234,132980,NA,"plus","stage II sporulation protein R","spoIIR",79856612,"protein-coding",NA,"WP_270476343.1",248,"PGS38_RS12445","fusicatenibacter_saccharivorans.tsv"
"21585","NZ_JAQEGR010000012.1",133178,134002,NA,"plus","glutamate racemase","murI",79856613,"protein-coding",NA,"WP_022462144.1",274,"PGS38_RS12450","fusicatenibacter_saccharivorans.tsv"
"21586","NZ_JAQEGR010000012.1",134042,134494,NA,"plus","YwiB family protein","",79856614,"protein-coding",NA,"WP_022462143.1",150,"PGS38_RS12455","fusicatenibacter_saccharivorans.tsv"
"21587","NZ_JAQEGR010000012.1",134643,135098,NA,"minus","hypothetical protein","",79856615,"protein-coding",NA,"WP_117510035.1",151,"PGS38_RS12460","fusicatenibacter_saccharivorans.tsv"
"21588","NZ_JAQEGR010000012.1",135342,136577,NA,"plus","trigger factor","tig",79856616,"protein-coding",NA,"WP_270476345.1",411,"PGS38_RS12465","fusicatenibacter_saccharivorans.tsv"
"21589","NZ_JAQEGR010000012.1",136816,137964,NA,"minus","lactaldehyde reductase","fucO",79856617,"protein-coding",NA,"WP_055226239.1",382,"PGS38_RS12470","fusicatenibacter_saccharivorans.tsv"
"21590","NZ_JAQEGR010000012.1",138188,138769,NA,"minus","TetR/AcrR family transcriptional regulator C-terminal domain-containing protein","",79856618,"protein-coding",NA,"WP_022462686.1",193,"PGS38_RS12475","fusicatenibacter_saccharivorans.tsv"
"21591","NZ_JAQEGR010000012.1",138906,140150,NA,"minus","cytosine permease","codB",79856619,"protein-coding",NA,"WP_117804458.1",414,"PGS38_RS12480","fusicatenibacter_saccharivorans.tsv"
"21592","NZ_JAQEGR010000012.1",140217,141305,NA,"minus","phosphoribosyltransferase","",79856620,"protein-coding",NA,"WP_117804457.1",362,"PGS38_RS12485","fusicatenibacter_saccharivorans.tsv"
"21593","NZ_JAQEGR010000012.1",141453,142850,NA,"minus","alanine/glycine:cation symporter family protein","",79856621,"protein-coding",NA,"WP_270476346.1",465,"PGS38_RS12490","fusicatenibacter_saccharivorans.tsv"
"21594","NZ_JAQEGR010000012.1",143107,144090,NA,"plus","dipeptidase","",79856622,"protein-coding",NA,"WP_270476348.1",327,"PGS38_RS12495","fusicatenibacter_saccharivorans.tsv"
"21595","NZ_JAQEGR010000012.1",144093,144824,NA,"minus","ABC transporter ATP-binding protein","",79856623,"protein-coding",NA,"WP_117510043.1",243,"PGS38_RS12500","fusicatenibacter_saccharivorans.tsv"
"21596","NZ_JAQEGR010000012.1",144828,145706,NA,"minus","ATP-binding cassette domain-containing protein","",79856624,"protein-coding",NA,"WP_117510044.1",292,"PGS38_RS12505","fusicatenibacter_saccharivorans.tsv"
"21597","NZ_JAQEGR010000012.1",145708,146511,NA,"minus","ABC transporter permease","",79856625,"protein-coding",NA,"WP_022462692.1",267,"PGS38_RS12510","fusicatenibacter_saccharivorans.tsv"
"21598","NZ_JAQEGR010000012.1",146589,147533,NA,"minus","ABC transporter permease","",79856626,"protein-coding",NA,"WP_022462693.1",314,"PGS38_RS12515","fusicatenibacter_saccharivorans.tsv"
"21599","NZ_JAQEGR010000012.1",147791,148342,NA,"minus","stage V sporulation T C-terminal domain-containing protein","",79856627,"protein-coding",NA,"WP_055221761.1",183,"PGS38_RS12520","fusicatenibacter_saccharivorans.tsv"
"21600","NZ_JAQEGR010000012.1",148515,149408,NA,"minus","DegV family protein","",79856628,"protein-coding",NA,"WP_118595257.1",297,"PGS38_RS12525","fusicatenibacter_saccharivorans.tsv"
"21601","NZ_JAQEGR010000012.1",149984,150433,NA,"minus","Rrf2 family transcriptional regulator","",79856629,"protein-coding",NA,"WP_055221751.1",149,"PGS38_RS12530","fusicatenibacter_saccharivorans.tsv"
"21602","NZ_JAQEGR010000012.1",150664,151290,NA,"plus","DUF3786 domain-containing protein","",79856630,"protein-coding",NA,"WP_055226247.1",208,"PGS38_RS12535","fusicatenibacter_saccharivorans.tsv"
"21603","NZ_JAQEGR010000012.1",151212,151859,NA,"minus","TetR/AcrR family transcriptional regulator","",79856631,"protein-coding",NA,"WP_019162593.1",215,"PGS38_RS12540","fusicatenibacter_saccharivorans.tsv"
"21604","NZ_JAQEGR010000012.1",152028,152798,NA,"plus","ATP-binding protein","",79856632,"protein-coding",NA,"WP_117762263.1",256,"PGS38_RS12545","fusicatenibacter_saccharivorans.tsv"
"21605","NZ_JAQEGR010000013.1",240,1694,NA,"plus","Rrf2 family transcriptional regulator","",79856633,"protein-coding",NA,"WP_118601325.1",484,"PGS38_RS12550","fusicatenibacter_saccharivorans.tsv"
"21606","NZ_JAQEGR010000013.1",1716,10598,NA,"plus","Cna B-type domain-containing protein","",79856634,"protein-coding",NA,"WP_118640994.1",2960,"PGS38_RS12555","fusicatenibacter_saccharivorans.tsv"
"21607","NZ_JAQEGR010000013.1",10714,12483,NA,"plus","SpaH/EbpB family LPXTG-anchored major pilin","",79856635,"protein-coding",NA,"WP_118640998.1",589,"PGS38_RS12560","fusicatenibacter_saccharivorans.tsv"
"21608","NZ_JAQEGR010000013.1",12621,13475,NA,"plus","class C sortase","",79856636,"protein-coding",NA,"WP_118601328.1",284,"PGS38_RS12565","fusicatenibacter_saccharivorans.tsv"
"21609","NZ_JAQEGR010000013.1",13459,14160,NA,"plus","pilin N-terminal domain-containing protein","",79856637,"protein-coding",NA,"WP_118601329.1",233,"PGS38_RS12570","fusicatenibacter_saccharivorans.tsv"
"21610","NZ_JAQEGR010000013.1",14324,15325,NA,"minus","relaxase family protein","",79856638,"protein-coding",NA,"WP_243104930.1",333,"PGS38_RS12575","fusicatenibacter_saccharivorans.tsv"
"21611","NZ_JAQEGR010000013.1",15318,15587,NA,"plus","ATP-binding protein","",79856639,"protein-coding",NA,"WP_242856692.1",89,"PGS38_RS12580","fusicatenibacter_saccharivorans.tsv"
"21612","NZ_JAQEGR010000013.1",15683,16105,NA,"plus","IS200/IS605 family transposase","tnpA",79856640,"protein-coding",NA,"WP_055227164.1",140,"PGS38_RS12585","fusicatenibacter_saccharivorans.tsv"
"21613","NZ_JAQEGR010000013.1",16105,17202,NA,"plus","IS200/IS605 family element RNA-guided endonuclease TnpB","tnpB",79856641,"protein-coding",NA,"WP_055221357.1",365,"PGS38_RS12590","fusicatenibacter_saccharivorans.tsv"
"21614","NZ_JAQEGR010000013.1",17338,17529,NA,"plus","HTH domain-containing protein","",88554255,"protein-coding",NA,"WP_238033612.1",63,"PGS38_RS17700","fusicatenibacter_saccharivorans.tsv"
"21615","NZ_JAQEGR010000013.1",17654,17833,NA,"plus","hypothetical protein","",79856643,"protein-coding",NA,"WP_028086473.1",59,"PGS38_RS12600","fusicatenibacter_saccharivorans.tsv"
"21616","NZ_JAQEGR010000013.1",18266,21139,NA,"plus","response regulator","",79856644,"protein-coding",NA,"WP_118640990.1",957,"PGS38_RS12605","fusicatenibacter_saccharivorans.tsv"
"21617","NZ_JAQEGR010000013.1",21220,21423,NA,"plus","hypothetical protein","",79856645,"protein-coding",NA,"WP_022462380.1",67,"PGS38_RS12610","fusicatenibacter_saccharivorans.tsv"
"21618","NZ_JAQEGR010000013.1",21502,23424,NA,"plus","hybrid sensor histidine kinase/response regulator","",79856646,"protein-coding",NA,"WP_118640988.1",640,"PGS38_RS12615","fusicatenibacter_saccharivorans.tsv"
"21619","NZ_JAQEGR010000013.1",23518,24573,NA,"minus","DUF4097 family beta strand repeat-containing protein","",79856647,"protein-coding",NA,"WP_082424725.1",351,"PGS38_RS12620","fusicatenibacter_saccharivorans.tsv"
"21620","NZ_JAQEGR010000013.1",24591,24908,NA,"minus","PadR family transcriptional regulator","",79856648,"protein-coding",NA,"WP_022463160.1",105,"PGS38_RS12625","fusicatenibacter_saccharivorans.tsv"
"21621","NZ_JAQEGR010000013.1",25122,25901,NA,"plus","pyruvate formate-lyase-activating protein","pflA",79856649,"protein-coding",NA,"WP_330415499.1",259,"PGS38_RS12630","fusicatenibacter_saccharivorans.tsv"
"21622","NZ_JAQEGR010000013.1",26137,26484,NA,"plus","HEAT repeat domain-containing protein","",79856650,"protein-coding",NA,"WP_022463162.1",115,"PGS38_RS12635","fusicatenibacter_saccharivorans.tsv"
"21623","NZ_JAQEGR010000013.1",26732,28309,NA,"plus","flotillin family protein","",79856651,"protein-coding",NA,"WP_226906392.1",525,"PGS38_RS12640","fusicatenibacter_saccharivorans.tsv"
"21624","NZ_JAQEGR010000013.1",28403,29293,NA,"minus","LysR family transcriptional regulator","",79856652,"protein-coding",NA,"WP_022463164.1",296,"PGS38_RS12645","fusicatenibacter_saccharivorans.tsv"
"21625","NZ_JAQEGR010000013.1",29441,29677,NA,"minus","response regulator","",79856653,"protein-coding",NA,"WP_242998512.1",78,"PGS38_RS12650","fusicatenibacter_saccharivorans.tsv"
"21626","NZ_JAQEGR010000013.1",29817,30026,NA,"minus","hypothetical protein","",79856655,"protein-coding",NA,"WP_226906391.1",69,"PGS38_RS12660","fusicatenibacter_saccharivorans.tsv"
"21627","NZ_JAQEGR010000013.1",30265,32136,NA,"plus","beta-N-acetylhexosaminidase","",79856656,"protein-coding",NA,"WP_117802545.1",623,"PGS38_RS12665","fusicatenibacter_saccharivorans.tsv"
"21628","NZ_JAQEGR010000013.1",32352,33341,NA,"plus","glycoside hydrolase family 130 protein","",79856657,"protein-coding",NA,"WP_055221374.1",329,"PGS38_RS12670","fusicatenibacter_saccharivorans.tsv"
"21629","NZ_JAQEGR010000013.1",33457,36567,NA,"plus","alpha-mannosidase","",79856658,"protein-coding",NA,"WP_117802517.1",1036,"PGS38_RS12675","fusicatenibacter_saccharivorans.tsv"
"21630","NZ_JAQEGR010000013.1",36700,37722,NA,"minus","LacI family DNA-binding transcriptional regulator","",79856659,"protein-coding",NA,"WP_022463170.1",340,"PGS38_RS12680","fusicatenibacter_saccharivorans.tsv"
"21631","NZ_JAQEGR010000013.1",37774,38841,NA,"minus","carbohydrate-binding family 9-like protein","",79856660,"protein-coding",NA,"WP_022463171.1",355,"PGS38_RS12685","fusicatenibacter_saccharivorans.tsv"
"21632","NZ_JAQEGR010000013.1",39059,41299,NA,"plus","glycoside hydrolase family 3 N-terminal domain-containing protein","",79856661,"protein-coding",NA,"WP_022463172.1",746,"PGS38_RS12690","fusicatenibacter_saccharivorans.tsv"
"21633","NZ_JAQEGR010000013.1",41755,42690,NA,"plus","ABC transporter permease","",79856662,"protein-coding",NA,"WP_022463174.1",311,"PGS38_RS12695","fusicatenibacter_saccharivorans.tsv"
"21634","NZ_JAQEGR010000013.1",42705,43634,NA,"plus","carbohydrate ABC transporter permease","",79856663,"protein-coding",NA,"WP_022463175.1",309,"PGS38_RS12700","fusicatenibacter_saccharivorans.tsv"
"21635","NZ_JAQEGR010000013.1",43773,45413,NA,"plus","extracellular solute-binding protein","",79856664,"protein-coding",NA,"WP_055264780.1",546,"PGS38_RS12705","fusicatenibacter_saccharivorans.tsv"
"21636","NZ_JAQEGR010000013.1",45544,46896,NA,"plus","alpha-L-fucosidase","",79856665,"protein-coding",NA,"WP_330427594.1",450,"PGS38_RS12710","fusicatenibacter_saccharivorans.tsv"
"21637","NZ_JAQEGR010000013.1",46924,47937,NA,"plus","glycoside hydrolase family 18 protein","",79856666,"protein-coding",NA,"WP_117510263.1",337,"PGS38_RS12715","fusicatenibacter_saccharivorans.tsv"
"21638","NZ_JAQEGR010000013.1",48091,50628,NA,"plus","transglutaminase domain-containing protein","",79856667,"protein-coding",NA,"WP_117802544.1",845,"PGS38_RS12720","fusicatenibacter_saccharivorans.tsv"
"21639","NZ_JAQEGR010000013.1",50677,51279,NA,"minus","HAD family hydrolase","",79856668,"protein-coding",NA,"WP_117802516.1",200,"PGS38_RS12725","fusicatenibacter_saccharivorans.tsv"
"21640","NZ_JAQEGR010000013.1",51276,51512,NA,"minus","hypothetical protein","",79856669,"protein-coding",NA,"WP_055264772.1",78,"PGS38_RS12730","fusicatenibacter_saccharivorans.tsv"
"21641","NZ_JAQEGR010000013.1",51704,52105,NA,"plus","zinc ribbon domain-containing protein","",79856670,"protein-coding",NA,"WP_270476358.1",133,"PGS38_RS12735","fusicatenibacter_saccharivorans.tsv"
"21642","NZ_JAQEGR010000013.1",52127,52966,NA,"plus","DUF5685 family protein","",79856671,"protein-coding",NA,"WP_022463183.1",279,"PGS38_RS12740","fusicatenibacter_saccharivorans.tsv"
"21643","NZ_JAQEGR010000013.1",52973,53680,NA,"plus","J domain-containing protein","",79856672,"protein-coding",NA,"WP_022463184.1",235,"PGS38_RS12745","fusicatenibacter_saccharivorans.tsv"
"21644","NZ_JAQEGR010000013.1",53969,55348,NA,"plus","aminopeptidase","",79856673,"protein-coding",NA,"WP_055221450.1",459,"PGS38_RS12750","fusicatenibacter_saccharivorans.tsv"
"21645","NZ_JAQEGR010000013.1",55374,56723,NA,"plus","hemolysin family protein","",79856674,"protein-coding",NA,"WP_022463186.1",449,"PGS38_RS12755","fusicatenibacter_saccharivorans.tsv"
"21646","NZ_JAQEGR010000013.1",56732,57208,NA,"plus","Lrp/AsnC family transcriptional regulator","",79856675,"protein-coding",NA,"WP_055221452.1",158,"PGS38_RS12760","fusicatenibacter_saccharivorans.tsv"
"21647","NZ_JAQEGR010000013.1",57319,57825,NA,"plus","SEC-C metal-binding domain-containing protein","",79856676,"protein-coding",NA,"WP_022463188.1",168,"PGS38_RS12765","fusicatenibacter_saccharivorans.tsv"
"21648","NZ_JAQEGR010000013.1",57908,58459,NA,"plus","4'-phosphopantetheinyl transferase family protein","",79856677,"protein-coding",NA,"WP_173841600.1",183,"PGS38_RS12770","fusicatenibacter_saccharivorans.tsv"
"21649","NZ_JAQEGR010000013.1",58517,59524,NA,"plus","stage III sporulation protein AA","spoIIIAA",79856678,"protein-coding",NA,"WP_055228503.1",335,"PGS38_RS12775","fusicatenibacter_saccharivorans.tsv"
"21650","NZ_JAQEGR010000013.1",59524,60039,NA,"plus","stage III sporulation protein AB","",79856679,"protein-coding",NA,"WP_055221399.1",171,"PGS38_RS12780","fusicatenibacter_saccharivorans.tsv"
"21651","NZ_JAQEGR010000013.1",60067,60261,NA,"plus","stage III sporulation protein AC","spoIIIAC",79856680,"protein-coding",NA,"WP_022463192.1",64,"PGS38_RS12785","fusicatenibacter_saccharivorans.tsv"
"21652","NZ_JAQEGR010000013.1",60291,60674,NA,"plus","SpoIIIAC/SpoIIIAD family protein","",79856681,"protein-coding",NA,"WP_055221401.1",127,"PGS38_RS12790","fusicatenibacter_saccharivorans.tsv"
"21653","NZ_JAQEGR010000013.1",60661,61827,NA,"plus","stage III sporulation protein AE","",79856682,"protein-coding",NA,"WP_055221402.1",388,"PGS38_RS12795","fusicatenibacter_saccharivorans.tsv"
"21654","NZ_JAQEGR010000013.1",61934,62488,NA,"plus","stage III sporulation protein AF","",79856683,"protein-coding",NA,"WP_270476359.1",184,"PGS38_RS12800","fusicatenibacter_saccharivorans.tsv"
"21655","NZ_JAQEGR010000013.1",62493,63062,NA,"plus","hypothetical protein","",79856684,"protein-coding",NA,"WP_055221404.1",189,"PGS38_RS12805","fusicatenibacter_saccharivorans.tsv"
"21656","NZ_JAQEGR010000013.1",63076,63795,NA,"plus","SpoIIIAH-like family protein","",79856685,"protein-coding",NA,"WP_238033485.1",239,"PGS38_RS12810","fusicatenibacter_saccharivorans.tsv"
"21657","NZ_JAQEGR010000013.1",63867,64535,NA,"minus","energy-coupled thiamine transporter ThiT","",79856686,"protein-coding",NA,"WP_055221407.1",222,"PGS38_RS12815","fusicatenibacter_saccharivorans.tsv"
"21658","NZ_JAQEGR010000013.1",64863,65480,NA,"plus","DUF4867 family protein","",79856687,"protein-coding",NA,"WP_055221409.1",205,"PGS38_RS12820","fusicatenibacter_saccharivorans.tsv"
"21659","NZ_JAQEGR010000013.1",65590,67056,NA,"plus","L-fucose/L-arabinose isomerase family protein","",79856688,"protein-coding",NA,"WP_055221457.1",488,"PGS38_RS12825","fusicatenibacter_saccharivorans.tsv"
"21660","NZ_JAQEGR010000013.1",67181,68653,NA,"plus","xylulokinase","xylB",79856689,"protein-coding",NA,"WP_270476360.1",490,"PGS38_RS12830","fusicatenibacter_saccharivorans.tsv"
"21661","NZ_JAQEGR010000013.1",68672,69559,NA,"plus","AraC family transcriptional regulator","",79856690,"protein-coding",NA,"WP_270476362.1",295,"PGS38_RS12835","fusicatenibacter_saccharivorans.tsv"
"21662","NZ_JAQEGR010000013.1",69656,69955,NA,"plus","YerC/YecD family TrpR-related protein","",79856691,"protein-coding",NA,"WP_022463203.1",99,"PGS38_RS12840","fusicatenibacter_saccharivorans.tsv"
"21663","NZ_JAQEGR010000013.1",70016,70636,NA,"minus","DUF1836 domain-containing protein","",79856692,"protein-coding",NA,"WP_117510256.1",206,"PGS38_RS12845","fusicatenibacter_saccharivorans.tsv"
"21664","NZ_JAQEGR010000013.1",70818,73046,NA,"plus","DNA helicase PcrA","pcrA",79856693,"protein-coding",NA,"WP_055228510.1",742,"PGS38_RS12850","fusicatenibacter_saccharivorans.tsv"
"21665","NZ_JAQEGR010000013.1",74042,75682,NA,"minus","recombinase family protein","",79856695,"protein-coding",NA,"WP_181978349.1",546,"PGS38_RS12860","fusicatenibacter_saccharivorans.tsv"
"21666","NZ_JAQEGR010000013.1",75767,75889,NA,"minus","hypothetical protein","",79856696,"protein-coding",NA,"WP_270437975.1",40,"PGS38_RS12865","fusicatenibacter_saccharivorans.tsv"
"21667","NZ_JAQEGR010000013.1",76334,76570,NA,"minus","helix-turn-helix domain-containing protein","",79856697,"protein-coding",NA,"WP_008393052.1",78,"PGS38_RS12870","fusicatenibacter_saccharivorans.tsv"
